geoid,total_pop,state,county,pctpov,pctpoc,unemplrate,medhhinc,dep_ratio,child_perc,seniorperc,treecanopy,area,source,avg_temp,ua_name,incorpname,congressio,biome,bgpopdense,popadjust,tc_gap,tc_goal,phys_hlth,ment_hlth,asthma,core_m,core_w,core_norm,healthnorm,priority,tes,tesctyscor
"330110002043",2708.000000000000000,NH,Hillsborough County,0.150190114068441,0.201255539143279,0.052821128451380,72516.000000000000000,0.440425531914894,0.136262924667651,0.169497784342688,-1.000000000000000,6.737325000000000,ED,76.134221812812541,"Manchester, NH",Manchester,NH Congressional District 1,Forest,401.939939070773619,1.200000000000000,0.000000000000000,-1.000000000000000,9.800000000000001,13.800000000000001,10.400000000000000,31.699999999999999,25.899999999999999,0.648324905183312,0.256409929999532,0.208941813113316,100.000000000000000,83.344698334335021
"330110003001",361.000000000000000,NH,Hillsborough County,0.479224376731302,0.074792243767313,0.134883720930232,0.000000000000000,0.455645161290323,0.041551246537396,0.271468144044321,-1.000000000000000,0.102723000000000,ED,93.476633393829403,"Manchester, NH",Manchester,NH Congressional District 1,Forest,3514.305462262590027,1.000000000000000,0.235674581155145,-1.000000000000000,14.300000000000001,17.500000000000000,12.199999999999999,26.600000000000001,23.800000000000001,0.373261694058154,0.528789960551576,0.489112603694535,71.270233038169621,83.344698334335021
"330110003002",1357.000000000000000,NH,Hillsborough County,0.371407516580693,0.271923360353721,0.022756005056890,68462.000000000000000,0.393223819301848,0.224023581429624,0.058216654384672,-1.000000000000000,0.277768000000000,ED,93.146678731104956,"Manchester, NH",Manchester,NH Congressional District 1,Forest,4885.371965093171639,0.800000000000000,0.217475591140808,-1.000000000000000,14.300000000000001,17.500000000000000,12.199999999999999,26.600000000000001,23.800000000000001,0.373261694058154,0.528789960551576,0.425128885191626,76.956861019532354,83.344698334335021
"330110003003",1223.000000000000000,NH,Hillsborough County,0.484055600981194,0.284546197874080,0.107006369426752,44943.000000000000000,0.348401323042999,0.183973834832379,0.074407195421096,-1.000000000000000,0.134794000000000,ED,95.135986394557818,"Manchester, NH",Manchester,NH Congressional District 1,Forest,9073.104144101369457,0.500000000000000,0.153002359155452,-1.000000000000000,14.300000000000001,17.500000000000000,12.199999999999999,26.600000000000001,23.800000000000001,0.373261694058154,0.528789960551576,0.517435581911516,80.268280973483485,83.344698334335021
"330110006001",1197.000000000000000,NH,Hillsborough County,0.306787330316742,0.088554720133667,0.042979942693410,40625.000000000000000,0.449152542372881,0.087719298245614,0.222222222222222,-1.000000000000000,0.382697000000000,ED,92.394024406965585,"Manchester, NH",Manchester,NH Congressional District 1,Forest,3127.800845054965066,1.000000000000000,0.257213409041618,-1.000000000000000,11.800000000000001,15.500000000000000,11.400000000000000,29.500000000000000,24.399999999999999,0.503381795195954,0.388866282132322,0.361192034472272,76.845133851578211,83.344698334335021
"330110006002",1009.000000000000000,NH,Hillsborough County,0.530227948463826,0.220019821605550,0.040247678018576,32443.000000000000000,0.361673414304993,0.146679881070367,0.118929633300297,-1.000000000000000,0.114995000000000,ED,95.094868955334078,"Manchester, NH",Manchester,NH Congressional District 1,Forest,8774.294534544980706,0.500000000000000,0.112517935562416,-1.000000000000000,11.800000000000001,15.500000000000000,11.400000000000000,29.500000000000000,24.399999999999999,0.503381795195954,0.388866282132322,0.444808533717644,87.526010583850166,83.344698334335021
"330110007001",1327.000000000000000,NH,Hillsborough County,0.074866310160428,0.053504144687264,0.010321100917431,106307.000000000000000,0.434594594594595,0.134137151469480,0.168801808590806,-1.000000000000000,0.723151000000000,ED,84.718280495784114,"Manchester, NH",Manchester,NH Congressional District 1,Forest,1835.024773525861065,1.200000000000000,0.065684041092386,-1.000000000000000,9.100000000000000,11.699999999999999,10.100000000000000,35.600000000000001,29.899999999999999,0.964601769911504,0.241150442477876,0.194186280574246,96.821011822633466,83.344698334335021
"330110007002",561.000000000000000,NH,Hillsborough County,0.110898661567878,0.126559714795009,0.000000000000000,96250.000000000000000,0.798076923076923,0.247771836007130,0.196078431372549,-1.000000000000000,0.195157000000000,ED,89.290522483849927,"Manchester, NH",Manchester,NH Congressional District 1,Forest,2874.608648421527505,1.000000000000000,0.158456012338784,-1.000000000000000,9.100000000000000,11.699999999999999,10.100000000000000,35.600000000000001,29.899999999999999,0.964601769911504,0.241150442477876,0.306811778957753,87.883107455671222,83.344698334335021
"330110007003",1012.000000000000000,NH,Hillsborough County,0.251976284584980,0.038537549407115,0.000000000000000,57468.000000000000000,0.479532163742690,0.168972332015810,0.155138339920949,-1.000000000000000,0.335078000000000,ED,87.207536242441904,"Manchester, NH",Manchester,NH Congressional District 1,Forest,3020.192313431500224,1.000000000000000,0.088490441031640,-1.000000000000000,9.100000000000000,11.699999999999999,10.100000000000000,35.600000000000001,29.899999999999999,0.964601769911504,0.241150442477876,0.247514347341836,94.541073548455358,83.344698334335021
"330110008001",828.000000000000000,NH,Hillsborough County,0.304187192118227,0.099033816425121,0.022346368715084,53851.000000000000000,0.481216457960644,0.173913043478261,0.150966183574879,-1.000000000000000,0.190946000000000,ED,89.256855052019063,"Manchester, NH",Manchester,NH Congressional District 1,Forest,4336.304504938569153,0.800000000000000,0.109872529406220,-1.000000000000000,14.800000000000001,16.800000000000001,12.000000000000000,27.500000000000000,22.500000000000000,0.347882427307206,0.500165051271246,0.347793797478008,90.475954522705564,83.344698334335021
"330110008002",759.000000000000000,NH,Hillsborough County,0.301482701812191,0.189723320158103,0.041775456919060,53750.000000000000000,0.717194570135747,0.181818181818182,0.235836627140975,-1.000000000000000,0.210355000000000,ED,90.621973524564950,"Manchester, NH",Manchester,NH Congressional District 1,Forest,3608.186161488912603,1.000000000000000,0.181797437664900,-1.000000000000000,14.800000000000001,16.800000000000001,12.000000000000000,27.500000000000000,22.500000000000000,0.347882427307206,0.500165051271246,0.430747653483460,80.482635032096866,83.344698334335021
